id,symbol,timeframe,rank,buy_fast,buy_slow,sell_fast,sell_slow,performance,total_return,sharpe_ratio,max_drawdown,num_trades,win_rate,date_from,date_to,timestamp
22,SPY,30m,6,10,20,5,40,0.07218615222212255,,,,,,2019-10-01,2020-01-01,2025-04-10T01:06:02.681427
23,SPY,30m,7,10,15,5,40,0.07050660382052909,,,,,,2019-10-01,2020-01-01,2025-04-10T01:06:02.681427
24,SPY,30m,8,15,20,5,40,0.07002462252398478,,,,,,2019-10-01,2020-01-01,2025-04-10T01:06:02.681427
25,SPY,30m,9,10,45,5,50,0.06904580303962693,,,,,,2019-10-01,2020-01-01,2025-04-10T01:06:02.681427
26,SPY,30m,10,15,20,5,35,0.06820635211618964,,,,,,2019-10-01,2020-01-01,2025-04-10T01:06:02.681427
11,SPY,4h,1,15,20,5,10,0.027079258115286775,-0.011103467203613207,-5.6148141210540965,0.026308003854380348,3.0,0.33333333333333326,2023-01-01,2023-02-01,2025-04-10T00:29:32.842928
12,SPY,4h,2,5,10,15,20,0.01221147529802491,,,,,,2023-01-01,2023-02-01,2025-04-10T00:29:32.842928
13,SPY,4h,3,5,15,10,20,0.009743047946992212,,,,,,2023-01-01,2023-02-01,2025-04-10T00:29:32.842928
14,SPY,4h,4,10,15,5,20,-0.003509012432238112,,,,,,2023-01-01,2023-02-01,2025-04-10T00:29:32.842928
15,SPY,4h,5,5,20,10,15,-0.005282305906628926,,,,,,2023-01-01,2023-02-01,2025-04-10T00:29:32.842928
16,SPY,4h,6,10,20,5,15,-0.008826856710891784,,,,,,2023-01-01,2023-02-01,2025-04-10T00:29:32.842928
