2025-04-15 03:33:24,279 - resource_monitor - WARNING - Resource usage: CPU=1.7%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:25,382 - resource_monitor - WARNING - Resource usage: CPU=4.9%, Memory=92.1%, Available Memory=0.6GB
2025-04-15 03:33:26,484 - resource_monitor - WARNING - Resource usage: CPU=22.6%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:27,586 - resource_monitor - WARNING - Resource usage: CPU=16.5%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:28,689 - resource_monitor - WARNING - Resource usage: CPU=6.8%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:29,791 - resource_monitor - WARNING - Resource usage: CPU=19.0%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:30,893 - resource_monitor - WARNING - Resource usage: CPU=1.7%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:31,995 - resource_monitor - WARNING - Resource usage: CPU=0.0%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:33,098 - resource_monitor - WARNING - Resource usage: CPU=0.0%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:34,200 - resource_monitor - WARNING - Resource usage: CPU=10.3%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:35,303 - resource_monitor - WARNING - Resource usage: CPU=0.0%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:36,405 - resource_monitor - WARNING - Resource usage: CPU=0.8%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:37,504 - resource_monitor - WARNING - Resource usage: CPU=0.9%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:38,607 - resource_monitor - WARNING - Resource usage: CPU=1.7%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:39,711 - resource_monitor - WARNING - Resource usage: CPU=1.8%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:40,813 - resource_monitor - WARNING - Resource usage: CPU=4.2%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:41,917 - resource_monitor - WARNING - Resource usage: CPU=4.2%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:43,020 - resource_monitor - WARNING - Resource usage: CPU=4.9%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:44,122 - resource_monitor - WARNING - Resource usage: CPU=3.4%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:45,225 - resource_monitor - WARNING - Resource usage: CPU=2.5%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:46,327 - resource_monitor - WARNING - Resource usage: CPU=9.9%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:47,429 - resource_monitor - WARNING - Resource usage: CPU=0.0%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:48,531 - resource_monitor - WARNING - Resource usage: CPU=9.2%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:49,634 - resource_monitor - WARNING - Resource usage: CPU=5.7%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:50,735 - resource_monitor - WARNING - Resource usage: CPU=7.3%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:51,837 - resource_monitor - WARNING - Resource usage: CPU=0.0%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:52,939 - resource_monitor - WARNING - Resource usage: CPU=1.7%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:54,041 - resource_monitor - WARNING - Resource usage: CPU=2.5%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:55,142 - resource_monitor - WARNING - Resource usage: CPU=7.4%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:56,243 - resource_monitor - WARNING - Resource usage: CPU=2.5%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:57,345 - resource_monitor - WARNING - Resource usage: CPU=4.1%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:58,449 - resource_monitor - WARNING - Resource usage: CPU=4.1%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:59,551 - resource_monitor - WARNING - Resource usage: CPU=5.7%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:34:00,653 - resource_monitor - WARNING - Resource usage: CPU=1.7%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:34:01,755 - resource_monitor - WARNING - Resource usage: CPU=45.0%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:34:02,858 - resource_monitor - WARNING - Resource usage: CPU=5.0%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:34:03,960 - resource_monitor - WARNING - Resource usage: CPU=4.1%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:34:05,063 - resource_monitor - WARNING - Resource usage: CPU=8.5%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:34:06,165 - resource_monitor - WARNING - Resource usage: CPU=7.5%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:34:07,265 - resource_monitor - WARNING - Resource usage: CPU=1.7%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:34:08,367 - resource_monitor - WARNING - Resource usage: CPU=0.8%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:34:09,469 - resource_monitor - WARNING - Resource usage: CPU=1.7%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:34:10,571 - resource_monitor - WARNING - Resource usage: CPU=0.9%, Memory=92.1%, Available Memory=0.6GB
2025-04-15 03:34:11,674 - resource_monitor - WARNING - Resource usage: CPU=8.9%, Memory=92.1%, Available Memory=0.6GB
2025-04-15 03:34:12,777 - resource_monitor - WARNING - Resource usage: CPU=4.2%, Memory=92.1%, Available Memory=0.6GB
2025-04-15 03:34:13,879 - resource_monitor - WARNING - Resource usage: CPU=5.6%, Memory=92.1%, Available Memory=0.6GB
2025-04-15 03:34:14,980 - resource_monitor - WARNING - Resource usage: CPU=0.0%, Memory=92.1%, Available Memory=0.6GB
2025-04-15 03:34:16,082 - resource_monitor - WARNING - Resource usage: CPU=23.5%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:34:17,184 - resource_monitor - WARNING - Resource usage: CPU=29.3%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:34:18,288 - resource_monitor - WARNING - Resource usage: CPU=18.5%, Memory=92.1%, Available Memory=0.6GB
2025-04-15 03:34:19,391 - resource_monitor - WARNING - Resource usage: CPU=17.5%, Memory=92.0%, Available Memory=0.6GB
